aoi,year,mean_vpd,mean_vpd_anom,cropland,cropland_mosaics,forest,forest_savannas,grassland,urban_built,min_vpd,min_vpd_anom,max_vpd,max_vpd_anom,population,peak_season,season_length,size,total_ba,n_fires,mx_grw,dur,fsr,log_size,log_n_fires,log_mx_grw_km2,log_tba,log_dur,log_fsr_km2_dy,decade,n,koppen_mode,REGION_WB,INCOME_GRP,ECONOMY,SUBREGION
myanmar,2005,113.10225862099476,3.099896909115447,131769.90732194227,132480.152810288,345954.4697077353,448978.17006297695,36180.94590166376,1496.3696958067394,110.05812324988987,-8.186585953274054,115.26993306135388,14.594616616401382,467902.8676520154,63.8221872055824,23.655782923557787,0.7691782266254094,32767.761632469068,42601,0.5698046231869122,1.242459097204291,0.45435484287133654,0.3949671800587484,10.659656479512227,0.35719134927016827,16825.99683768274,0.7764990265420483,0.3273722962560201,00s,18,Equatorial,East Asia & Pacific,5. Low income,7. Least developed region,South-Eastern Asia
myanmar,2006,115.41840897645548,4.0429757641914295,131583.30161608866,132310.86444719884,341788.74026775523,447988.7303581487,36777.24232360827,1497.388038053124,107.69846536282316,0.941739504275268,118.98625795980698,7.454331749428113,459631.8725735491,77.60543073638324,23.17447931896111,0.7355818857460563,29503.453855388576,40109,0.5514847787238674,1.2466030068064524,0.4399197706769001,0.3906309709611456,10.5993809587641,0.35243638799561855,15667.81761428059,0.7779496125202938,0.3226278873511903,00s,18,Equatorial,East Asia & Pacific,5. Low income,7. Least developed region,South-Eastern Asia
myanmar,2007,113.15518711603524,-1.1739027526578438,131612.09605313942,132351.86850618408,338175.7590935838,446769.4206868472,37747.880729173274,1498.883147037499,99.04408805740924,-9.013684011690934,120.3550650876333,6.485424070969101,452621.6445772544,74.71487812581486,19.788814334990818,0.7489605322168714,50982.49238853463,68071,0.5606081929743166,1.243627976671417,0.44727715887785746,0.39249646730197785,11.128321247529394,0.35421835584767003,26717.627025712944,0.7768570919939772,0.32480494888030764,00s,18,Equatorial,East Asia & Pacific,5. Low income,7. Least developed region,South-Eastern Asia
myanmar,2008,106.31348345218542,-14.17461956116728,131630.78280402528,132405.94771772748,334079.32262880914,445336.51804673014,38967.1024668682,1500.8770519906243,92.87174569358083,-19.96189044339193,115.3398096111332,-8.884667388932906,446439.0246088348,79.193177625085,21.796000700085848,0.679198816587118,25260.762386508097,37192,0.5216000290875087,1.243869649386965,0.4207256701843696,0.3792857549136381,10.523875850511647,0.34086840749872355,14106.395796748026,0.7786115040942051,0.3125186608972184,00s,18,Equatorial,East Asia & Pacific,5. Low income,7. Least developed region,South-Eastern Asia
myanmar,2009,116.73275972600436,6.49423128066135,132599.46733931027,133373.64957219674,332326.4808290941,443921.3176275905,39541.42264500339,1504.3908816833325,114.1988064909575,-2.950601130737131,118.49474679527968,16.24752563216455,442074.978480886,65.9564408994725,24.961221752117822,0.8166904349274582,46341.465349088736,56743,0.5834896598567012,1.2541106391977863,0.4532356492445879,0.3990764036221474,10.946305202881923,0.35918061620481506,22644.792370731517,0.7791567365080493,0.32739253473428825,00s,18,Equatorial,East Asia & Pacific,5. Low income,7. Least developed region,South-Eastern Asia
myanmar,2010,118.23907526164294,11.996230555184685,133625.48941656307,134408.64259012137,331230.3498644163,443197.6831734499,39315.48301890121,1508.559835306739,112.93386063022568,9.200381928672376,121.1610872422412,15.21255370796711,436753.803387302,68.385691107168455,20.6770644340595,0.7866035099993172,51509.94424879526,65484,0.5971198248478998,1.2436320322521532,0.46777449954458905,0.4020622445842912,11.089576387763504,0.3628482635129003,26328.644024357734,0.778079502193966,0.33189118095137254,00s,18,Equatorial,East Asia & Pacific,5. Low income,7. Least developed region,South-Eastern Asia
myanmar,2011,113.87193675422996,-1.6592773428917431,133098.4337776274,134000.74411314045,330782.7025776912,443417.89308386773,38677.806572338195,1513.641462076776,109.42222380870916,-8.777671017640545,116.86649218788286,5.488757218498862,431805.3862128488,72.489101447712045,25.952994182223712,0.7389204502958073,25410.735365222517,34389,0.545919283758277,1.2457762656663467,0.43822428819463927,0.39114711526440576,10.445521103426312,0.35140036367951194,13451.158146827647,0.7773459457433122,0.3222230680735354,00s,18,Equatorial,East Asia & Pacific,5. Low income,7. Least developed region,South-Eastern Asia
myanmar,2012,116.72596039879788,6.505783286659717,133378.90741905748,134436.33859566177,331023.5046555855,442947.87451775675,38342.19921334993,1518.378541623651,113.19159976032545,0.4521891493202177,118.63724505231778,12.819009944664645,428361.2958840342,67.24811047767045,24.939775343538283,0.707573296465201,37375.43666588484,52822,0.5335297394977099,1.2339176858127296,0.42607479198913145,0.3801567396312042,10.874701980906185,0.3439297525557092,20080.63930079947,0.7741331882871373,0.315591407260997,10s,18,Equatorial,East Asia & Pacific,5. Low income,7. Least developed region,South-Eastern Asia
japan,2003,24.04458536846968,-2.3569888370020786,24790.64030976281,33632.120885182965,238831.38148366913,264564.76757750975,13605.353304901706,28462.530090239456,24.044585368469672,-2.356988837002078,24.044585368469676,-2.3569888370020786,1067685.2001479156,74.96542418737677,10.515418941085846,3.4926644629753993,139.70657851901598,40,1.658238251218272,4.55,0.5086218008950687,0.9263748285319008,3.713572066704308,0.6729657353193421,37.05499314127603,1.4253313483954506,0.3636835901459146,00s,18,Boreal,East Asia & Pacific,1. High income: OECD,1. Developed region: G7,Eastern Asia
japan,2013,32.677047168410276,5.579636810666315,24904.20833811251,34702.19150117408,233304.5684339936,259549.43981322585,17169.781337528202,28718.21784215863,32.67704716841028,5.5796368106663135,32.67704716841027,5.579636810666313,1070248.9377084286,84.54549164466157,51.10374923063362,1.4903501098859522,149.03501098859522,100,1.0131889379611967,2.66,0.4455372468773759,0.6230972954965459,4.61512051684126,0.4975415506012345,62.30972954965459,1.1204585668232732,0.33350740265517154,10s,18,Boreal,East Asia & Pacific,1. High income: OECD,1. Developed region: G7,Eastern Asia
japan,2014,25.614985479027087,-0.948517375664169,24944.79839081599,35031.92552475656,233793.44653378305,259700.0914063224,16779.76760367309,28756.933265307656,25.61498547902708,-0.9485173756641692,25.614985479027084,-0.948517375664169,1070205.6162052767,78.8668475127764,50.00499558488826,2.0312005246174367,227.4944587571529,112,0.9793801969169408,3.4910714285714284,0.37878141648585945,0.6575289241380197,4.727387818712341,0.4764210771732801,73.6432395034582,1.188877496399509,0.2945822838240064,10s,18,Boreal,East Asia & Pacific,1. High income: OECD,1. Developed region: G7,Eastern Asia
japan,2015,30.464618741955704,3.237982244810402,24685.883712007457,35088.50182310824,234471.02907788815,260359.7144321225,16366.516625210832,28803.367345562074,30.46461874195569,3.2379822448104014,30.464618741955697,3.2379822448104014,1070159.0110689627,70.92169486158723,13.342071820145032,2.6680227354069896,122.72904582872152,46,1.096625830973108,4.739130434782608,0.5002488696617072,0.8683630749515968,3.8501476017100584,0.5745336576805308,39.944701447773454,1.439519230041681,0.3523800334723341,10s,18,Boreal,East Asia & Pacific,1. High income: OECD,1. Developed region: G7,Eastern Asia
japan,2016,29.805561697633735,2.4893807135078045,24433.568890297713,35212.395211265095,234907.7060798568,260646.69164322116,16313.089462129095,28851.17893305999,29.80556169763373,2.4893807135078037,29.805561697633724,2.4893807135078037,1071742.0635261931,66.6886371827841,25.691682849679996,1.9339083217784017,46.41379972268164,24,0.9301875842864096,4.833333333333333,0.36081626492969393,0.8052655510843797,3.218875824868201,0.5655507898282831,19.32637322602511,1.5068747598911274,0.2919099643960471,10s,18,Boreal,East Asia & Pacific,1. High income: OECD,1. Developed region: G7,Eastern Asia
japan,2017,27.909224118015914,0.8121328504009767,24534.646247656605,35498.02904846952,234291.15708743708,259597.98006228596,17535.719030925065,28914.97735172305,27.909224118015896,0.8121328504009766,27.909224118015903,0.8121328504009764,1072858.8275206578,63.12712432410938,10.846656437427816,3.3110978137410725,86.08854315726788,26,2.2374038639788485,4.115384615384615,0.6482011668816408,0.9700619050738316,3.295836866004329,0.7728455125397469,25.221609531919626,1.3121914123722178,0.4275014453199121,10s,18,Boreal,East Asia & Pacific,1. High income: OECD,1. Developed region: G7,Eastern Asia
japan,2018,28.97187695950628,1.865946255899145,24614.5065080051,35779.34623097341,233637.7617888967,258092.66430544507,18427.736555992633,29016.378134651848,28.971876959506275,1.8659462558991449,28.971876959506275,1.8659462558991444,1073292.3575025136,71.55332862743612,25.3815469591925,2.3388822490944996,194.12722667484348,83,1.393988251891681,3.3012048192771086,0.47522224140103,0.736449321235424,4.430816798843313,0.5673362710776972,61.12529366254019,1.2379189451969257,0.33499259508104845,10s,18,Boreal,East Asia & Pacific,1. High income: OECD,1. Developed region: G7,Eastern Asia
japan,2019,32.98418781558363,5.657835137454208,24517.912298737632,36078.14714873953,235564.8524286346,259475.4121430255,16746.918414607346,29115.691859793395,32.984187815583624,5.6578351374542075,32.98418781558363,5.657835137454208,1073819.279425206,66.31140102607348,14.447138271928598,1.3373611275347752,161.8206964317078,121,0.7007452558038113,2.8512396694214877,0.33214086113999375,0.5182266538212443,4.804021044733257,0.401735964973771,62.70542511237056,1.0740554831653797,0.2674563627646361,10s,18,Boreal,East Asia & Pacific,1. High income: OECD,1. Developed region: G7,Eastern Asia
japan,2020,40.51376584106135,13.169197798752515,24395.652509762735,36052.681599564705,237731.08872280025,260683.1899158429,15756.517203812617,29199.55981515158,40.51376584106134,13.16919779875251,40.51376584106133,13.16919779875251,1074911.644751496,69.6688000189705,20.21913897340799,2.1985579328830687,156.09761323469786,71,1.4542369275463585,3.380281690140845,0.41182656716873056,0.6780057998676264,4.276666119016055,0.5525903691805043,48.13841179060148,1.1800699996824968,0.30828078132524167,10s,18,Boreal,East Asia & Pacific,1. High income: OECD,1. Developed region: G7,Eastern Asia
japan,2004,30.876562035906396,3.59854872776476,24792.826333467052,33814.546502882346,236846.43982871043,263712.9319831115,13886.55184565648,28485.920373958616,30.876562035906396,3.5985487277647596,30.876562035906392,3.5985487277647596,1068281.681229357,68.98315200232722,18.67742590418459,3.2290621037380864,67.81030417849982,21,2.1056993666263772,4.142857142857143,0.6514436430489344,0.9711454142487308,3.091042453358316,0.7716847106225283,20.39405369922335,1.4172794607946728,0.4292077603430032,00s,18,Boreal,East Asia & Pacific,1. High income: OECD,1. Developed region: G7,Eastern Asia
japan,2005,26.873220974555288,0.09820797993465567,24806.751028858467,33883.0562879513,234519.4360147804,262976.0352091207,14245.092713355074,28509.132950553183,26.873220974555284,0.09820797993465574,26.873220974555284,0.09820797993465576,1068539.1351702302,86.05930346229074,20.347797061684968,2.8532044175551095,105.56856344953904,37,1.7752852440227107,3.945945945945946,0.5421845605630857,0.8254352486971666,3.6375861597263857,0.6485568612686056,30.541104201795164,1.2950648560267888,0.3718892266036009,00s,18,Boreal,East Asia & Pacific,1. High income: OECD,1. Developed region: G7,Eastern Asia
japan,2006,26.845436206725857,0.04583718359130059,24831.98204162966,33937.13494548046,233578.58793922592,262606.6237019165,14286.572076733211,28540.352523535417,26.845436206725843,0.04583718359130059,26.845436206725843,0.04583718359130057,1069653.4567952687,75.20387624956717,37.80945503353778,3.4030099107764396,142.9264162526105,42,1.7990441190594293,3.7142857142857144,0.5436640586163765,0.8750662996476268,3.7612001156935624,0.679955267575669,36.75278458520033,1.2185346900322271,0.38921018169230737,00s,18,Boreal,East Asia & Pacific,1. High income: OECD,1. Developed region: G7,Eastern Asia
japan,2007,27.264323990957394,0.3678339823768192,24976.856865122,34200.343717176234,233516.85904912377,262570.7524454025,14097.477380389208,28574.555298487365,27.264323990957383,0.3678339823768191,27.26432399095738,0.36783398237681914,1068545.8355009248,74.98272035301177,20.44101003852053,3.4233430909196874,143.78040981862688,42,2.3561344854727184,3.619047619047619,0.6561041316809388,0.8962026566722006,3.7612001156935624,0.7315865957433169,37.64051158023242,1.2681831081857644,0.4207519996231696,00s,18,Boreal,East Asia & Pacific,1. High income: OECD,1. Developed region: G7,Eastern Asia
japan,2008,28.506933970826033,1.5014325022276491,25161.969331580294,34518.28495059366,233522.35836844525,262139.09495782692,14240.2070056108,28589.586202831113,28.506933970826037,1.501432502227649,28.506933970826037,1.501432502227649,1070382.737482915,71.69493306715616,15.825716829929148,2.185476948382798,133.3140938513507,61,1.0521793986190533,3.737704918032787,0.4535854121310917,0.7051515447987404,4.127134385045092,0.5158269978471622,43.014244232723165,1.2169873952827002,0.31473266403970745,00s,18,Boreal,East Asia & Pacific,1. High income: OECD,1. Developed region: G7,Eastern Asia
japan,2009,29.279882677139355,2.1449906768753504,25120.792237189817,34613.834669029595,233560.91356122703,261766.7181713239,14594.579974473108,28602.5754666574,29.279882677139355,2.1449906768753504,29.279882677139355,2.1449906768753495,1070109.4253327951,63.661660010098494,28.462904648240215,2.98972657226177,215.26031320284744,72,1.5652194927896312,3.375,0.5917539605856006,0.7830199560989428,4.290459441148391,0.5953208665088707,56.37743683912388,1.2283056051573988,0.3692547915522011,00s,18,Boreal,East Asia & Pacific,1. High income: OECD,1. Developed region: G7,Eastern Asia
japan,2010,27.786455480017157,0.804849262400581,25028.67637110178,34579.32109787459,233456.8982536209,261145.9563042934,15191.69737679517,28620.269879639567,27.78645548001715,0.8048492624005807,27.78645548001715,0.8048492624005807,1070543.8435305331,77.55755866593536,7.785906242823518,3.173422566114669,111.06978981401342,35,2.0668563686012305,4.0285714285714285,0.6869000107305808,0.950915560844405,3.58351893845611,0.7647144538932404,33.28204462955417,1.3355789237890636,0.4366130166973185,00s,18,Boreal,East Asia & Pacific,1. High income: OECD,1. Developed region: G7,Eastern Asia
japan,2011,27.77668661925349,0.7687440183492293,24946.631984249947,34526.98323034412,233069.5588261495,260463.82565758593,16157.349602334669,28649.61263224496,27.77668661925348,0.7687440183492292,27.77668661925348,0.7687440183492292,1070934.2672614115,73.06656972267676,13.600079483998533,2.347016181369252,143.16798706352438,61,1.147192254012747,3.557377049180328,0.4528485286372185,0.7007532241305827,4.127134385045092,0.5300430139374971,42.74594667196554,1.2714431305520255,0.3157562136433944,00s,18,Boreal,East Asia & Pacific,1. High income: OECD,1. Developed region: G7,Eastern Asia
japan,2012,27.04883357809972,0.3205851292036568,24849.475825135414,34448.0000797921,233050.46523287785,259814.0586410599,17010.348982329786,28678.743067813404,27.04883357809971,0.3205851292036568,27.04883357809972,0.3205851292036565,1068603.6625573635,82.03247638101362,15.385345699744024,1.311899225793942,30.173682193260667,23,0.6626419914816227,3.130434782608696,0.3331660448807618,0.5605758683665594,3.1780538303479458,0.3952636810656835,12.893244972430866,1.15031007506531,0.26596478000881363,10s,18,Boreal,East Asia & Pacific,1. High income: OECD,1. Developed region: G7,Eastern Asia
trinidad_and_tobago,2003,109.95516996328318,10.30889494255596,79.30021421734072,79.30021421734072,3008.857927366966,3385.074662523463,701.8254837856626,359.47070163535517,109.95516996328318,10.30889494255596,109.95516996328318,10.30889494255596,10395.313374481775,87.0435327375938,26.585313172601538,0.6639373713695269,25.89355748341155,39,0.7265370480803867,2.8205128205128207,0.5526609017252176,0.4546386170447116,3.688879454113936,0.5138970143400746,17.730906064743753,1.125720856187687,0.4163947356772686,00s,16,Equatorial,Latin America & Caribbean,2. High income: nonOECD,6. Developing region,Caribbean
trinidad_and_tobago,2013,93.2706976193296,-5.425500414544592,10.955778390624998,14.1926225,2614.387503721566,3400.189206599932,555.7334082479175,360.2176928853551,93.2706976193296,-5.425500414544592,93.2706976193296,-5.425500414544592,10923.162132244235,51.342677764620426,7.796430347716528,1.154395742948345,16.161540401276827,14,1.0426278417257495,5.214285714285714,0.4375931067997156,0.6527205595843847,2.70805020110221,0.6544297389986603,9.138087834181386,1.5914747655375,0.3563079105993293,10s,16,Equatorial,Latin America & Caribbean,2. High income: nonOECD,6. Developing region,Caribbean
trinidad_and_tobago,2014,101.62165896798132,1.9803979628094277,15.437666125000002,19.421464109375,2589.056458283516,3377.823827016477,583.980740620957,360.2176928853551,101.62165896798132,1.9803979628094277,101.62165896798132,1.9803979628094277,10988.62052537926,73.63571169144956,10.004664406509736,1.4210137207505702,14.2101372075057,10,0.815702958526616,3.3,0.5731111373588657,0.5740039407093371,2.3978952727983707,0.5229486629754909,5.740039407093371,1.176775371255093,0.4362442896345712,10s,16,Equatorial,Latin America & Caribbean,2. High income: nonOECD,6. Developing region,Caribbean
trinidad_and_tobago,2015,109.06374116625209,9.41746614552489,19.670553281249997,25.148282343749997,2580.407198424815,3380.418320599687,577.0292730916061,360.4666894634802,109.06374116625209,9.41746614552489,109.06374116625209,9.41746614552489,11047.916888762486,63.36307414844148,42.411735873882186,0.8989710471161206,10.787652565393447,12,0.8586346931859116,4.166666666666667,0.5390956661210652,0.5985801931240324,2.5649493574615367,0.5889154993604715,7.182962317488389,1.465776601905293,0.3960879997232352,10s,16,Equatorial,Latin America & Caribbean,2. High income: nonOECD,6. Developing region,Caribbean
trinidad_and_tobago,2016,109.5677484306526,9.921473409925383,20.91551515625,27.887190375,2579.098801837193,3361.8407579458885,595.5158225983466,360.4666894634801,109.5677484306526,9.921473409925383,109.5677484306526,9.921473409925383,11111.88798746908,76.63536506093041,22.470091982861703,1.335827570078101,33.395689251952525,25,1.1505704888691215,2.8,0.5376787794885596,0.5055352281734117,3.258096538021482,0.5461384516498257,12.638380704335292,1.0357078660852304,0.4056017467344224,10s,16,Equatorial,Latin America & Caribbean,2. High income: nonOECD,6. Developing region,Caribbean
trinidad_and_tobago,2017,97.88641478147578,-0.838386829326069,20.417499609375007,28.883127359374996,2608.074583521199,3384.189335037126,577.0727610893393,360.4666894634801,97.88641478147578,-0.838386829326069,97.88641478147578,-0.838386829326069,11179.456727678302,100.35000969180072,4.713181611577355,1.1647201883997678,11.647201883997678,10,1.116225101141685,2.6,0.49121059739344025,0.5947520058484996,2.3978952727983707,0.5899646909255298,5.947520058484996,1.1654425027243926,0.35844445846636397,10s,16,Equatorial,Latin America & Caribbean,2. High income: nonOECD,6. Developing region,Caribbean
trinidad_and_tobago,2018,108.8812428441707,9.234967823443483,17.678553328125012,31.372991328125003,2598.085482377266,3374.8950466311812,562.5680417218758,360.9646802447301,108.8812428441707,9.234967823443483,108.8812428441707,9.234967823443483,11243.700153811482,84.52698033596282,9.97777536365319,0.8089121829533577,3.2356487318134306,4,0.9659640298341504,2,0.5903113515653142,0.5355067473535287,1.6094379124341005,0.6354196215559591,2.142026989414114,1.023586140555525,0.4587791890915726,10s,16,Equatorial,Latin America & Caribbean,2. High income: nonOECD,6. Developing region,Caribbean
trinidad_and_tobago,2019,108.67387184650003,9.027596825772829,43.48193319846811,50.95162177659313,2496.681224149572,3279.240405636574,706.2799251678323,361.2136784478551,108.67387184650003,9.027596825772829,108.67387184650003,9.027596825772829,11316.19584663568,53.51549477277062,23.670455458419973,0.5103273996246634,5.6136013958712985,11,0.3902884969026871,2,0.33453299734516034,0.37646085787551187,2.4849066497880004,0.3255350629154741,4.141069436630631,0.9820611651370312,0.28517762472363267,10s,16,Equatorial,Latin America & Caribbean,2. High income: nonOECD,6. Developing region,Caribbean
trinidad_and_tobago,2020,105.80042638872432,6.154151367997158,68.24431787040446,73.47311113602944,2476.4305797240813,3268.4160901259743,744.1420914901972,361.2136784478551,105.80042638872432,6.154151367997158,105.80042638872432,6.154151367997158,11372.762964883315,78.88257000663143,23.236564134539307,0.8336090258330457,14.171353439161775,17,0.8333807316216201,4.176470588235294,0.5255229144569235,0.5138451734047984,2.8903717578961645,0.5686689193991237,8.735367947881572,1.3377809874108784,0.3998383775265491,10s,16,Equatorial,Latin America & Caribbean,2. High income: nonOECD,6. Developing region,Caribbean
trinidad_and_tobago,2004,93.75855738481576,-4.902818903233448,36.85079715625001,37.09978542187501,3012.51676910226,3405.9794659628633,656.1144383626233,359.7196985884802,93.75855738481576,-4.902818903233448,93.75855738481576,-4.902818903233448,10442.174230613631,75.07362070552776,9.936159224499097,0.5886378150325038,6.475015965357541,11,0.7805769938053742,2.8181818181818183,0.483957736159332,0.4220846984068405,2.4849066497880004,0.5488916148691145,4.642931682475245,1.1451848243123142,0.38646829607388145,00s,16,Equatorial,Latin America & Caribbean,2. High income: nonOECD,6. Developing region,Caribbean
trinidad_and_tobago,2005,104.78769394764896,5.141418926921712,26.393227421874997,26.6422156875,2991.078186167394,3417.4841585486456,607.5211711124398,359.96868511973014,104.78769394764896,5.141418926921712,104.78769394764896,5.141418926921712,10490.404665437649,72.87166596359954,18.05598087134328,0.7569296474377925,9.840085416691302,13,0.924683515738674,2.5384615384615383,0.6065483537762016,0.5243122892676485,2.6390573296152584,0.6234557308238596,6.816059760479431,1.1528176567245485,0.46227851109933377,00s,16,Equatorial,Latin America & Caribbean,2. High income: nonOECD,6. Developing region,Caribbean
trinidad_and_tobago,2006,92.08253385447507,-6.607485490939237,24.152357718749997,24.40134496875,2951.542208189148,3407.901470890558,584.5897951205898,359.96868511973014,92.08253385447507,-6.607485490939237,92.08253385447507,-6.607485490939237,10529.418971215247,86.21139382993395,12.12881830922629,1.0993036984349729,10.993036984349729,10,0.8371688258562637,5.1,0.435220460108609,0.5913166105879544,2.3978952727983707,0.5529822300575317,5.913166105879544,1.377201833488814,0.35346739744897054,00s,16,Equatorial,Latin America & Caribbean,2. High income: nonOECD,6. Developing region,Caribbean
trinidad_and_tobago,2007,104.48262860752492,4.854711990208852,22.90745418750001,23.15644143750001,2885.1198764177625,3402.199012190496,571.4998674661779,359.96868511973014,104.48262860752492,4.854711990208852,104.48262860752492,4.854711990208852,10581.421690480372,83.90522949353061,36.35226387495904,0.8832740628408932,18.548755319658756,21,0.9608531090413772,3.0952380952380953,0.5316817887567864,0.5649593557895565,3.091042453358316,0.6019953955620303,11.864146471580684,1.269001082586297,0.4136283184678312,00s,16,Equatorial,Latin America & Caribbean,2. High income: nonOECD,6. Developing region,Caribbean
